name,star,review,response,review 
HAMPE KAUTZ VINCENT,5 stars,,0,"Des superbes dents blanches grâce au docteur Hampe-kautz.
Ca fait du bien d'avoir à nouveau un beau sourire.
Top je conseille++++"
HAMPE KAUTZ VINCENT,5 stars,,0,"Très bon praticien, professionnel, possédant un état d'esprit inclusif, et très à l'écoute de ses patient.e.s sans être intrusif ni jugeant.
Par ailleurs, toute l'équipe semble sur la même longueur d'onde, ce qui est rassurant et motivant pour les personnes éprouvant des difficultés dans le suivi de leurs soins dentaires."
HAMPE KAUTZ VINCENT,5 stars,,0,Des explications toujours claires qui permettent au patient de mieux comprendre les soins et donc de s'impliquer pleinement dans la prise en charge. C'est très appréciable et permet d'instaurer une vraie relation de confiance !
HAMPE KAUTZ VINCENT,5 stars,,0,"Extrêmement ravi des soins réalisés par le Dr Hampe-Kautz ! En plus de faire du très bon travail, le docteur prend le temps et la peine d'expliquer la raison pour laquelle il fait ci ou ça. Idéal pour rassurer le patient !"
HAMPE KAUTZ VINCENT,5 stars,,0,"note de 10 étoiles !

Grace à lui , je souris à nouveau , et peux manger ce que je veux ... là où d'autres m'auraient tout arraché et soumis à un dentier pour le reste de mes jours

J'ai connu la peur d'aller chez le dentiste avec presque une dizaine de praticiens différents qui n'étaient que des arracheurs de dents ou escrocs type garagistes automobiles :( Mais j'ai retrouvé le sourire grâce à ce dentiste , et la peur a disparu grâce à lui )

Il est génial <3

Je ne saurais jamais assez vous remercier Vincent d'avoir fait un aussi bon boulot !

Mille mercis à Vincent , Béa son assistante, et aux prothésistes (qui font tous un travail remarquable ) ainsi qu'à Mr Vallé également .."
HAMPE KAUTZ VINCENT,5 stars,,0,"Excellent medecin, très professionnel et à l'écoute, prend le temps d'expliquer, très bon soins appliqués."
HAMPE KAUTZ VINCENT,5 stars,,0,10/10
HAMPE KAUTZ VINCENT,5 stars,,0,"Très bon dentiste , professionnel"
HAMPE KAUTZ VINCENT,5 stars,,0,"Un Docteur très professionnel, bienveillant et à l'écoute. Je vous le recommande"
HAMPE KAUTZ VINCENT,5 stars,,0,"Très professionnel, travail remarquable"
HAMPE KAUTZ VINCENT,5 stars,,0,
HAMPE KAUTZ VINCENT,5 stars,,0,
HAMPE KAUTZ VINCENT,5 stars,,0,
HAMPE KAUTZ VINCENT,5 stars,,0,
HAMPE KAUTZ VINCENT,5 stars,,0,
HAMPE KAUTZ VINCENT,5 stars,,0,
HAMPE KAUTZ VINCENT,5 stars,,0,
HAMPE KAUTZ VINCENT,5 stars,,0,
HAMPE KAUTZ VINCENT,5 stars,,0,
BARTH ARLT MARTINE,1 star,,1,"La remplaçant, Chloé Bassani, qui travaille les samedis, est une complète inutile qui manque du critère. Je lui ai demandé de rajouter un peu de pâte blanche dans le but de mon dent incisive. Elle à limé 1mm de mon dent en faisant un trou entre mes deux dents  d'avant, juste pour faire de la place pour mettre de la pâte. Maintenant je dois vivre avec un trou entre les dents parce que cette incompétent à le droit d'exercer une profession pour laquelle elle est pas du tout capable. Je recommence fortement que vous évitez ce cabinet."
BARTH ARLT MARTINE,5 stars,,0,"Après 10 ans de soins avec le docteur Barth, je souhaitais souligner son professionnalisme, sa douceur, ses explications et sa disponibilité."
BARTH ARLT MARTINE,5 stars,,0,"Très bon dentiste, je la vois depuis des années. Elle est très à l'écoute et professionnelle, je la recommande !"
BARTH ARLT MARTINE,5 stars,,0,"très bonne dentiste, à l'écoute et de bon conseil."
BARTH ARLT MARTINE,5 stars,,0,"très disponible , très bons soins et très bons conseils"
BARTH ARLT MARTINE,1 star,,0,Je ne conseille à personne à y aller !!!!
BARTH ARLT MARTINE,5 stars,,0,
BARTH ARLT MARTINE,5 stars,,0,
BARTH ARLT MARTINE,5 stars,,0,
BARTH ARLT MARTINE,5 stars,,0,
BAUER THOMAS,5 stars,,1,"Dentiste consciencieux et bienveillant.
Pris en soin avec humanitude.
Je recommande."
BAUER THOMAS,1 star,,0,Mauvais dentiste. Il m'a cassé les dents. Ce n'est pas du tout un professionnel. Je suis sorti de chez lui. J'avais super mal au dent. Je pouvais plus manger
BAUER THOMAS,5 stars,,0,Super
BAUER THOMAS,5 stars,,0,
BAUER THOMAS,5 stars,,0,
DROEHNLE CARLA MARIE,5 stars,,0,"J'avais une prémolaire qui s'est cassée et qui devait être traitée, tout s'est bien passé, la dentiste est très professionnelle dans son approche du problème. Le cabinet où elle pratique est moderne et bien équipé."
DROEHNLE CARLA MARIE,5 stars,,0,Visite récente chez cette dentiste et j’ai été agréablement surpris. Elle prend le temps d’expliquer les procédures et répond patiemment à toutes les questions. Son approche attentionnée et son professionnalisme m’ont vraiment mis à l’aise. Je recommande.
DROEHNLE CARLA MARIE,5 stars,,0,"Une incroyable dentiste, jeune et très professionnel.
Geste doux, aucune brusquerie, explique le déroulé de la prise en charge. A recommander sans hésitation"
DROEHNLE CARLA MARIE,5 stars,,0,"Dentiste au top, geste et conseils très professionnels, très douce, prend le temps des explications. En plus rv rapide suite à une urgence. A recommander à 200%"
DROEHNLE CARLA MARIE,1 star,,0,"Dommage qu’on peut pas mettre 0 étoile sinon je l’aurai fait ! Je prend rendez-vous sur Doctolib, j’arrive devant la porte je reçois un sms me disant que le rdv est annulé c’est à dire 10 minutes avant.
Et en plus de sa ils ont le culot de vous re-proposer un rdv ? Pourquoi faire ? Pour à nouveau avoir un plan foireux comme sa ? À fuir, commencement de carrière et 0 professionnalisme perdez pas votre temps"
DROEHNLE CARLA MARIE,5 stars,,0,"Dr. Droehnle est professionnelle, douce, ponctuelle et efficace. Le cabinet est neuf et propre."
ZUKOVEC LINDA,5 stars,,0,"Super dentiste, qui donne de vrai conseils, très douce et agréable je recommande !"
ZUKOVEC LINDA,1 star,,0,"Pris un rendez-vous sur Doctolib car elle ne veulent pas le faire par téléphone on ce dit  OK pas de soucis calme on va le faire
Rendez-vous pris ils annulé le rendez vous qui et 15 jour plus tard mais ne ce donne même pas la peine d appelé les patients pour leur propose un autre rdv moi j ai pris le rdv le 27 juillet annulé le 1er août pour le 12  août c une honte
ENCORE UN DE PLUS QUI PENSE QU  AU PROFIT  PLUS QU A CES PATIENTS"
ZUKOVEC LINDA,5 stars,,0,Cabinet de proximité très pratique d'accès.  Personne très sympathique et compétente.
ZUKOVEC LINDA,5 stars,,0,"Docteur Zukovec est à l'écoute,disponible, très aimable et de bon conseil. S'intéresse vraiment à ses patients. 5 étoiles bien méritées !"
ZUKOVEC LINDA,5 stars,,0,Très bon dentiste et prend soin de tout explique avent de commencer Dr Linda Zucovec 👌 …
ZUKOVEC LINDA,5 stars,,0,Docteur très professionnel sensible aux biens être de ses patients je la recommande vivement même après mon déménagement je ne pas changé de dentiste !!
ZUKOVEC LINDA,5 stars,,0,"J'ai pris rdv en ligne et j'ai eu un créneau rapidement pour mon suivi dentaire annuel, j'ai été pris à l'heure et reçu par des personnes très sympathiques, j'y retournerai sans problème."
ZUKOVEC LINDA,5 stars,,0,🦷🐭 👩‍⚕️ …
ZUKOVEC LINDA,4 stars,,0,Bon dentiste avec madame Bayan pour les enfants
ZUKOVEC LINDA,1 star,,0,Si vous voulez vous retrouver sans dents ses l'endroit idéal DÉCONSEILLE
ZUKOVEC LINDA,5 stars,,0,"Endroit trés chaleureux, et ils ont trop gentil."
ZUKOVEC LINDA,5 stars,,0,"Médecins très professionnelles, compétentes et agréables."
ZUKOVEC LINDA,5 stars,,0,Je recommande.
ZUKOVEC LINDA,5 stars,,0,
ZUKOVEC LINDA,5 stars,,0,
ZUKOVEC LINDA,5 stars,,0,
ZUKOVEC LINDA,5 stars,,0,
BOTBOL EZECKIEL,5 stars,,1,"Les explications étaient claires, les différentes options thérapeutiques et leurs conséquences.
J'ai été en confiance et tout s'est bien passé.
Merci docteur"
BOTBOL EZECKIEL,5 stars,,0,"Most efficient and recommendable.
Online appointment very user friendly, punctual visit and under the urgent circumstances I suffered the best treatment I could imagine! 👍👍👏👏 …"
BOTBOL EZECKIEL,5 stars,,0,"Très professionnel
Contant 3 couronne  poser  sans douleurs ni de complications
Super dentiste je recommande ✌️👌 …"
BOTBOL EZECKIEL,3 stars,,0,"Du bain de bouche pour pour une Carrie douloureuse pour expédier au plus vite le rdv, j’ai pris rdv chez un autre dentiste qui a pris son temps et a fais sont boulot"
BOTBOL EZECKIEL,5 stars,,0,"Merci Docteur.
Professionnel et compétent je recommande vivement le Dr Botbol et son cabinet, j'ai été en confiance depuis le début et le Dr Botbol m'a  clairement expliqué les différentes possibilités et les implants se sont bien passés ! Encore merci !"
BOTBOL EZECKIEL,5 stars,,0,"J'ai été adressé chez ce spécialiste des implants dentaires et je peux dire que je ne l'ai pas regretté, un devis clair m'a été donné et l'intervention s'est bien passée. Il m'a mis en confiance dès le début on sent qu'il connaît bien son sujet.
Je le recommande vivement"
BOTBOL EZECKIEL,5 stars,,0,Les assistantes dentaires sont au top. De même pour le dentiste je recommande fortement.
BOTBOL EZECKIEL,5 stars,,0,"Très bon dentiste, il met à l’aise et explique tout de A à Z. Je recommande si vous voulez un bon suivis."
BOTBOL EZECKIEL,5 stars,,0,"Excellent dentiste, donne de bonnes explications claires et très professionnel, je recommande"
BOTBOL EZECKIEL,1 star,,0,Très déçu
BOTBOL EZECKIEL,5 stars,,0,"Cabinet propre et à proximité d'une station de tram, il m'a fait un Inlay en une journée seulement grâce à son laboratoire qu'il a sur place. Je recommande à 100%"
BOTBOL EZECKIEL,5 stars,,0,"J'ai eu l'opportunité de rencontrer le Docteur Botbol a plusieurs reprises et j'ai bénéficié de soins de grandes qualités, il m'a clairement expliqué les traitements et les différentes options.
Un dentiste avec le sens de la déontologie."
BOTBOL EZECKIEL,5 stars,,0,"Secrétaire aimable et avenante.
Dentiste à l'écoute et aux qualités humaines.
Il a été minutieux et m'a posé des implants sans aucune douleur."
BOTBOL EZECKIEL,5 stars,,0,"Super dentiste! Ma chirurgie s'est bien passé et je n'ai pas eu mal pendant le traitement, je recommande."
BOTBOL EZECKIEL,5 stars,,0,"Il m’a fallu des années pour trouver enfin un dentiste professionnel, compétent , patient et fort sympathique. Merci encore docteur ."
BOTBOL EZECKIEL,5 stars,,0,"Très bon praticien, qui explique bien, sait rassurer et maîtrise parfaitement son métier. De plus entouré d'une très bonne équipe. Je recommande!"
BOTBOL EZECKIEL,5 stars,,0,"Très bon praticien ! Très à l'écoute ! Il explique très bien ce qu'il fait, très empathique et très professionnel
Je recommande a 100%!!"
BOTBOL EZECKIEL,5 stars,,0,"Très bon praticien à l'écoute du patient, je recommande."
BOTBOL EZECKIEL,5 stars,,0,"Très bon praticien, à l'écoute et rassurant.
Je recommande vivement !"
BOTBOL EZECKIEL,5 stars,,0,"Efficace et extrêmement pédagogue, je recommande à 100% ce praticien que je côtoie depuis plus de 5 ans"
BOTBOL EZECKIEL,5 stars,,0,Une approche très professionnelle. J'ai eu 2 implants sans douleur
BOTBOL EZECKIEL,5 stars,,0,"Ponctuel
Délicat et à l'écoute"
BOTBOL EZECKIEL,5 stars,,0,"Bon dentiste, à l'écoute et compétent. Je recommande !"
BOTBOL EZECKIEL,5 stars,,0,"Docteur Botbol est excellent, je suis à l'aise chez lui et en confiance."
BOTBOL EZECKIEL,5 stars,,0,Très bonne expérience
BOTBOL EZECKIEL,5 stars,,0,Efficace et sympathique !
BOTBOL EZECKIEL,5 stars,,0,I came here unexpectedly because my prosthetics fell off while traveling. Thank you for treating me. It's the best!!!
BOTBOL EZECKIEL,5 stars,,0,
BOTBOL EZECKIEL,5 stars,,0,
BOTBOL EZECKIEL,5 stars,,0,
BOTBOL EZECKIEL,5 stars,,0,
BOTBOL EZECKIEL,5 stars,,0,
BOTBOL EZECKIEL,5 stars,,0,
BOTBOL EZECKIEL,5 stars,,0,
BOTBOL EZECKIEL,5 stars,,0,
BOTBOL EZECKIEL,5 stars,,0,
BOTBOL EZECKIEL,5 stars,,0,
MICHELS CHRISTOPHE,5 stars,,0,"Le Docteur MICHELS est un très bon praticien, cela fait maintenant plus de vingt ans que je suis suivi par celui-ci, toujours à l'écoute il sait trouver la solution qui vous convient le mieux et sans aucune faille, je le recommande fortement.

Merci Docteur pour vos soins de qualité."
MICHELS CHRISTOPHE,2 stars,,0,Soigné en urgence pour une dent qui nécessiterait une couronne. Refus simple et net de me donner un autre rendez-vous pour vérifier les autres dents si je ne réalise pas d'abord cette couronne! Quand l'aspect lucratif d'une profession de santé prend le pas sur son objectif premier.
MICHELS CHRISTOPHE,1 star,,0,"L'étoile car je ne pouvais pas mettre moin. Je prends rdv une fois sur place on me renvoie car il n'accepte pas la carte AME, Je suis partis très triste car j'avais demandé à mon mari de prendre la matinée libre pour garder le bébé, pour rien. Ce n'est qu'après qu'on m'a expliqué qu'il n'a pas le droits de refuser cette carte, et qu'il fallait le dénoncer. Je venais d'arriver à l'époque et j'étais encore perdu, donc j'ai laisser tomber."
MICHELS CHRISTOPHE,1 star,,0,"Pour la première fois j'ai eu mal aux dents en faisant un détartrage, à ma grande surprise en arrivant à la maison, j'ai encore la tartre dentaire sur la limite entre la gencive et les dents."
MICHELS CHRISTOPHE,5 stars,,0,"Je suis satisfaite très bon praticien, à l'écoute et bienveillant Merci a vous."
MICHELS CHRISTOPHE,5 stars,,0,"très bon accueil,a pris sont temps pour m'expliqué les différentes solutions après avoir fait un bilan complèt.Enfin un professionnel a l'écoute!"
MICHELS CHRISTOPHE,1 star,,0,Attitude non professionnelle.
MICHELS CHRISTOPHE,1 star,,0,
MICHELS CHRISTOPHE,1 star,,0,
MICHELS CHRISTOPHE,5 stars,,0,
MICHELS CHRISTOPHE,5 stars,,0,
NERVO LAURE,5 stars,,0,"Patient depuis de nombreuses années dans ce cabinet je ne peux que le recommander.
En effet l’équipe est professionnelle, accueillante, souriante et bienveillante !
Les différents soins réalisés ont été de qualités et sans douleurs.
Pour ne rien gâcher je n’ai jamais dû patienter plus de 5 minutes avant d’être pris en charge lors de mes différents rendez-vous."
NERVO LAURE,5 stars,,0,"Équipe bienveillante, pédagogue et compétente ; le Dr Nervo et son assistante vous accueillent avec le sourire, prennent le temps de vous expliquer ce qu'elles font, vous traitent avec respect et sont à l'écoute de votre bien-être pendant la séance. On est bien à l'opposé du cliché de l'arracheur de dents, vous pouvez y aller les yeux fermés (en faisant attention aux quelques marches avant la porte quand même)"
NERVO LAURE,5 stars,,0,Excellente dentiste à l'écoute et qui ne fait que ce qui est nécessaire sans inventer des soins coûteux comme on peut le voir dans d'autres centres dentaires. Je recommande !
NERVO LAURE,1 star,,0,"Je confirme les commentaires ci-dessous, à éviter de toute urgence !!!
Cela fait la 2ème fois en 2 ans que je viens chez ce dentiste pour faire un simple check-up avec un détartrage et en 28ans, je n'ai jamais eu mal à ce point avec les gencives qui saignent pour ce simple geste médical lors de mes visites annuelles chez un dentiste. Et lorsque j'en informe la dentiste au moment de régler, elle me dit que c'est normal et que j'ai juste les gencives ""sensibles"".... Bref je n'irai plus."
NERVO LAURE,5 stars,,0,Super équipe j'ai du me faire arracher une dent et le dr  Nervo et son assistante ont su me rassurer...
NERVO LAURE,5 stars,,0,"Très bon dentiste, efficace et pro, je recommande !"
NERVO LAURE,5 stars,,0,"Praticienne très professionnelle, efficace et qui m’a beaucoup soulagée. Merci !"
NERVO LAURE,1 star,,0,"A fuir!!! Mauvaise expérience comme dans le commentaire du dessous!! Je me suis rendue chez elle pour la première fois pour une molaire cassée (je n’avais absolument aucune douleur). Le « docteur » Nervo ne m’a réalisé aucune radio avant les soins pour savoir si ma molaire présentait une carie ou non. Après un nettoyage, rebouchage et détartrage express (une dizaine de minutes environs pour l’ensemble des soins) je m’en vais. Le jour même grosse douleur foudroyante qui m’empêche de manger que je mets sur le compte du soin qui vient d’être réalisé mais cette douleur persiste plusieurs jours avec une sensation de décrochage de ma dent à chaque mastication. Je rappelle en urgence le cabinet, cependant, son assistante m’annonce que le docteur a eu un soucis médical. Je cherche donc un autre dentiste en urgence. Une fois trouvé celui-ci est très surpris par la qualité  des soins fait juste avant. Après réalisation dune radio pano, on visualise nettement une carie dans cette molaire... le pansement posé précédemment à empiré  la chose. Aujourd’hui, 6 mois après je me retrouve toujours avec ces douleurs dentaires et des rdv qui s’enchaînent, ce qu’on aurait pu éviter dès le départ! Bref le travail est bâclé. UN DENTISTE EST CENSÉ SOIGNER TOUT SES PATIENTS."
NERVO LAURE,2 stars,,0,"Je partage ma mauvaise expérience avec cette dentiste, je m'y suis rendu une fois pour une molaire cassée. La dentiste m'a prise en charge et a décidée de faire un pansement basique sur ma dent pour faute de temps sur notre rendez-vous pour y remédier, sauf que cela a empiré les choses.

Résultat dent refermée à la hate sans désinfecter après y avoir ouvert une plaie ce qui a causé une accumulation de pression entre la gencive et la dent qui s'est ensuite infectée ce qui a induit plusieurs jours de souffrance. J'ai du aller traiter cela aux urgences par des étudiants qui étaient stupéfaits de l'erreur presque débutante de la dentiste.

Le second rdv arrive et je suis contactée par le secrétariat que mon rdv est annulé seulement 2h précédant le rdv pour raison de santé de la dentiste, cependant si je voulais reprendre un rdv ce serait après le 2 novembre donc encore 2 semaines d'attente... inutile de préciser que je ne reprendrai plus rdv la bas

Néanmoins accueil très professionnel qui promettait d'ou les 2 étoiles au lieu d'une."
NERVO LAURE,1 star,,0,"Dentiste complétement incompétente, j'y suis allé plusieurs fois, j'avais mal, elle me disait que je n'avais rien. J'ai donc décidé de changer de dentiste, tellement je souffrais... Résultat après que m'avoir fait une radio, mon nouveau dentiste à découvert une grosse zone cariée.
Les soins effectués n'ont pas pu empêcher l'extraction d'une de mes molaires cariées: je vais devoir mettre un implant.

EVITEZ LA!!!!!!!"
NERVO LAURE,5 stars,,0,"Praticienne compétente,professionnelle et à l'écoute de ses patients.
De plus secondée par une assistante dévouée et sympathique.
Donc une équipe à faire connaître...."
NERVO LAURE,5 stars,,0,"Très satisfaite des soins réalisés par Dr NERVO. Patricien agréable, professionnel et assistante dévouée.

Je la recommande vivement !!"
NERVO LAURE,5 stars,,0,Dentiste géniale
NERVO LAURE,1 star,,0,1 étoile pcq c impossible d’en mettre 0
NERVO LAURE,4 stars,,0,"Dentiste très professionnelle et toujours de bonne humeur.
Idem pour son assistante."
NERVO LAURE,1 star,,0,Mauvaise service !
NERVO LAURE,5 stars,,0,très bon dentiste bon ambiance cabinet sympa
NERVO LAURE,5 stars,,0,Très gentille elle et son assistante. Très compétente aussi
NERVO LAURE,1 star,,0,
NERVO LAURE,5 stars,,0,
NERVO LAURE,1 star,,0,
CLINIQUE DENTAIRE SCOLAIRE CCAS,5 stars,,0,
CLINIQUE DENTAIRE SCOLAIRE CCAS,3 stars,,0,
CLINIQUE DENTAIRE SCOLAIRE CCAS,4 stars,,0,
BENCHETRIT MAURICE,1 star,,0,"J'ai eut le malheur de faire soigner ma dent par son incompétente et médiocre épouse, qui m'a prise de haut et m'a rabaissé, surment de la jalousie. Je déconseille ce cabinet !"
BENCHETRIT MAURICE,5 stars,,0,"Aujourd’hui je me suis fait extraire une dent de sagesse. Je n’ai rien senti, même pas les injections de l’anesthésiant. Le geste fut maîtrisé, efficace, chirurgical.
Une expérience très appréciable.
Merci docteur pour vos bons soins!"
BENCHETRIT MAURICE,5 stars,,0,meilleur dentiste que j'ai connu jusqu’à présent après tout les dégâts qu’on ma fait chez d'autres dentiste c’est le seul qui a accepté de tout me rattraper…un grand bravoooo a dr benchetrie pour ça gentillesse et son talons..
BENCHETRIT MAURICE,5 stars,,0,"Je confirme très bon dentiste. Il essaie de conserver au maximum les dents naturels. Il fait son maximum pour garder la dent vivante le plus longtemps possible. Il ne cherche pas l'argent, il est très professionnel et très consciencieux. Je lui fais entièrement confiance et je le recommande vivement."
BENCHETRIT MAURICE,5 stars,,0,"Le Docteur Benchetrit est un excellent dentiste, c'est un professionnel qui est à l'écoute, agréable, qui sait proposer les meilleurs choix possibles, et surtout, c'est quelqu'un qui soigne son travail afin que le résultat soit parfait et esthétique ! Pour une pose de facette, ou un blanchiment des dents me concernant, j'ai été satisfait du résultat. C'est toujours plaisant de trouver un dentiste qui propose des soins de qualité !"
BENCHETRIT MAURICE,5 stars,,0,"Mon dentiste depuis plus de 20 ans, super dentiste qui sait ce qu'il fait, plein de conseils et sait recommander les personnes à voir en cas de besoin.

Il est très sympa, agréable et arrangeant pour les rendez-vous.

Rien à dire."
BENCHETRIT MAURICE,5 stars,,0,"Excellent dentiste : honnête (ne pousse pas à la consommation), arrangeant (pour des rdv ou paiements) et très sympathique. À l'écoute et explique bien."
BENCHETRIT MAURICE,5 stars,,0,"25 ans que je le fréquente, c'est de ma faute vous dirais-je... Mais il a des doigts de fée, tout le monde satisfait dans mon entourage sans compter ceux que j'ai dû convaincre, qui avaient la peur du dentiste ! Je n'en changerais pour rien au monde."
BENCHETRIT MAURICE,5 stars,,0,"C'est le meilleur dentiste de Strasbourg Très doux
Très humain"
BENCHETRIT MAURICE,5 stars,,0,M'as épargné une semaine de douleur intense que j'aurai surement eu si j'avais suivis les diagnostique et médications de l’hôpital ET du dentiste de garde en 30min et avec beaucoup de gentillesse. je recommande !
BENCHETRIT MAURICE,5 stars,,0,"Excellent accueil
Très bon dentiste
C'est le mien et je suis totalement satisfait"
BENCHETRIT MAURICE,5 stars,,0,"Dentiste au top, je n'ai qu'un regret c'est de ne plus vivre sur Strasbourg pour pouvoir encore me faire soigner chez lui."
BENCHETRIT MAURICE,5 stars,,0,C'est un très bon dentiste je vous le recommande
BENCHETRIT MAURICE,5 stars,,0,Super dentiste =) Docteur benchetrit est a l'écoute de ses patients.
BENCHETRIT MAURICE,5 stars,,0,Aux top agréables et très patiente merci à leur professionnalisme 😀😃 …
BENCHETRIT MAURICE,5 stars,,0,Meilleur dentiste au monde a 1000%
BENCHETRIT MAURICE,5 stars,,0,Excellent dentiste
BENCHETRIT MAURICE,5 stars,,0,Super rien à dire depuis plusieurs années au top
BENCHETRIT MAURICE,5 stars,,0,PARFAIT
BENCHETRIT MAURICE,4 stars,,0,
EBEL JOSE,5 stars,,1,"Le Dr EBEL est très consciencieux, très sympathique et très vigilant quant à la douleur chez ses patients. Son équipe est très chaleureuse dans l'accueil. Je suis patient du cabinet depuis de très nombreuses années et le recommande très fortement, en sachant que comme tout bon praticien, il y a un peu d'attente avant d'avoir un rendez-vous, évidemment."
EBEL JOSE,4 stars,,1,
DAHLET JEAN CHRISTOPHE,5 stars,,1,"Ce professionnel explique très bien ce qu’il va vous faire, et pendant l’intervention communique. J’étais stressée à l’idée de me faire enlever deux grosses molaires. Tout s’est bien passé car il est doux attentionné tout en étant d’un grand professionnalisme.
Le top"
DAHLET JEAN CHRISTOPHE,5 stars,,1,"Je me suis fait extraire une dent de sagesse inférieur côté gauche ce matin, cela s'est très bien passé, moi qui a toujours eu une phobie des extractions depuis des années et des dentistes en général, il a su m'opérer avec beaucaup de professionnalisme et sans douleur également dans les conseils post opératoire je dois y retourner en novembre, ça sera en toute sérénité."
DAHLET JEAN CHRISTOPHE,5 stars,,1,A extrait une dent de sagesse qu'un autre praticien n'a pas réussi. Extraction efficace et sans douleur. Je recommande + + + + +
DAHLET JEAN CHRISTOPHE,5 stars,,1,"J’ai consulté le docteur Dahlet Olivier pour une ablation des 4 dents de sagesse. L’intervention s’est très bien passée, en 1h l’ensemble des 4 dents étaient retirées sans douleurs.
Il a été patient et rassurant avec moi, et ce malgré mon stress.
Je n’ai pas ressentie de douleur et les conseils post-opératoires ont été clairs et efficaces. Je recommande"
DAHLET JEAN CHRISTOPHE,5 stars,,1,"Une équipe formidable avec une disponibilité, une écoute et une empathie exemplaire.
Un professionnalisme parfait du Dr DAHLET et une qualité de soin qui m’invite à revenir vers son cabinet en cas de besoin supplémentaire d’implantologie !"
DAHLET JEAN CHRISTOPHE,5 stars,,1,"J’ai consulté aujourd’hui franchement,Rien a dire là dessus le dentiste  et le personnelle au  top,il vous explique les détails de A a Z  donc je vous conseille fortement 🥰 …"
DAHLET JEAN CHRISTOPHE,5 stars,,1,"Tout d'abord, le plus important à savoir est que le Dr Olivier Dahlet et son équipe sont très professionnels et efficaces. Le dentiste était à l'heure à mon rendez-vous ; il est assez rare qu'un professionnel de la santé soit à l'heure. Sa salle d'attente de chirurgie était propre et bien rangée et j'étais seul dans cette salle d'attente (cela évite d'être en contact avec d'autres personnes). Ses assistants sont très sympathiques et m'ont mis à l'aise.
Pendant le traitement, il m'a décrit ce qu'il faisait, et ce qu'il avait l'intention de faire et a demandé mon accord pour la poursuite du traitement."
DAHLET JEAN CHRISTOPHE,5 stars,,1,"Bonfour et merfi encore pou fette anefthesie ;)

Je me souviendrai de ce rendez-vous! Merci encore pour votre gentillesse et votre honnêteté.
Privilégiez ce cabinet aux cabinets low cost, pour les traitements les moins invasifs possibles, un travail efficace"
DAHLET JEAN CHRISTOPHE,5 stars,,1,"Pose d'implants très satisfaisante pour sa rigueur & professionnalisme, les explications pour rassurer, ...résultat très bien. Merci au Dr Dahlet et les assistantes pour leur gentillesse."
DAHLET JEAN CHRISTOPHE,5 stars,,1,"Je suis suivi par le Dr Olivier DAHLET depuis de nombreuses années et je le recommande chaudement ! Le cabinet est très bien équipé, le Dr Dahlet est toujours à l'écoute et prend le temps de bien expliquer les soins qu'il réalise avec douceur et professionnalisme. Un grand merci à toute l'équipe."
DAHLET JEAN CHRISTOPHE,5 stars,,1,"Équipe professionnelle.
Secrétaire très habile et sensible à ma frustration.
J'étais très angoissée. Le docteur et la secrétaire et une assistante je ne sais plus son nom ont été formidables pour ma pose d'implant.
C étais dur pour moi de me retrouver avec la bouche anesthésiée de ne pas contrôler sa salive être dans une situation où tu se sens très humiliée.
Ils ont été remarquables patients et à chaque séance on a su être à mon écoute et à mon rythme c'est a dire qu'ils ont pris le temps que j'ouvre ma bouche que je respire que je puisse être à l'aise.
J'étais prise d'anxiété à chaque fois qu'on devait intervenir. Malgré il m'a sans cesse rassurer re expliqué ce qu'il allais faire. (je pense pas être la patiente idéale 😅)
Ils étaient au Top et même arrangeant avec ma mutuelle.
Je le recommande Olivier et son équipe.
Bravo pour votre empathie et votre humanitude."
DAHLET JEAN CHRISTOPHE,5 stars,,1,"Dentiste très compétant, qui a réussi à soigner ma dent alors que plusieurs autres dentistes me disaient que c'était impossible.
De plus, tout c'est passé sans douleur, un praticien très performant et à l'écoute.
Son assistante dentaire est quelqu'un de très gentille et rassurante.
Je recommande !!"
DAHLET JEAN CHRISTOPHE,5 stars,,1,"Travail toujours impeccable de la part du Docteur Olivier DAHLET.
Professionnel et surtout attaché à expliquer son travail et atténuer au minimum la douleur. Son assistante Corinne est toujours très accueillante et arrangeante pour une urgence. Elle est également très professionnelle.
Un beau duo !"
DAHLET JEAN CHRISTOPHE,5 stars,,1,"Enfin un dentiste qui a soigné ma phobie du dentiste!
Calme
Doux
Professionnel
Efficace
De plus très accueillant le dentiste comme la réception!

Aucune douleur, manipulation très douce et à chaque étape une explication avec un suivie sur chaque soin.
Excellent praticien que je recommande désormais à mon entourage le plus proche.
Allez-y les yeux fermés!"
DAHLET JEAN CHRISTOPHE,5 stars,,1,"Les secrétaires sont souriantes, sympathiques et disponibles. Prise de rdv facile et rapide par téléphone. Acceuil très courtois et agréable. Très professionnel   rassurant, je conseille Dr Dahlet à 200%. Je suis très satisfaite de son suivi et de son travail. Il a donné toutes les explications avant l'intervention,  après l'intervention il est resté disponible pour répondre à mes questions"
DAHLET JEAN CHRISTOPHE,5 stars,,1,"Je vous conseille vivement ce dentiste, en plus d'être compétent, il est humain!!!😃
Je souhaiterais vous signaler que suite à un RDV avec ce même dentiste le lundi 04 juillet 2022, non seulement il n'a pas effectué de contrôle de ma dentition et de plus il a refusé un détartrage comme quoi on peut se tromper sur quelqu'un donc merci de boycotter le dentiste Olivier DAHLET.
Zahra Wanner."
